Id,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,YearBuilt,YearRemodAdd,Foundation,BsmtQual,BsmtCond,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,GrLivArea,Functional,Fireplaces,GarageCars,PavedDrive,WoodDeckSF,MoSold,YrSold,SaleType,SaleCondition,SalePrice,MSSubclass_category,TotalBath,TotalPorchSF,TotalQual,BsmtTotalQual,BsmtQualFin_1and2,HasWoodDeckSF,HasTotalPorchSF
755,20,40,8.978408314628894,2,10,20,5,3,10,3,5,1969,2005,3,3,3,7,439,3,472,115,1026,4,1,5,6.933423025730715,8,0,2,3,5.14166355650266,7,2009,7,5,11.957611286231675,30,2.0,3.871201010907891,409,13.259006815968842,423.58563741927736,1,1
756,160,50,8.080237416216702,2,10,20,5,3,21,1,7,1999,1999,6,4,3,7,381,2,0,348,729,4,1,5,7.293697720601438,8,0,2,3,0.0,3,2009,7,5,12.058152515453552,20,2.5,3.1780538303479458,306,15.176712328767124,274.3889599272597,0,1
757,60,40,9.284426915328881,2,20,20,5,3,17,3,7,2007,2007,6,4,3,7,20,2,0,846,866,5,1,5,7.477604243197589,8,0,2,3,4.969813299576001,4,2009,7,5,12.26434155365415,30,2.5,4.653960350157523,408,11.185697808535178,144.17419069817305,1,1
758,60,40,9.360138737064577,2,20,20,1,3,7,3,7,1978,1978,3,3,3,4,438,2,0,234,672,3,1,5,7.234177179749849,8,1,2,3,5.814130531825066,4,2010,7,2,11.976030352524807,30,2.5,0.0,306,11.2555720653789,158.48284254527334,1,0
759,160,50,7.731930721948486,2,10,20,5,3,21,2,7,1999,1999,6,4,3,6,549,2,0,195,744,4,1,5,7.313886831633462,8,0,2,3,0.0,8,2008,7,5,12.097373228606832,20,2.5,0.0,331,16.15973154362416,250.3794837629278,0,0
760,60,40,9.413852481341165,2,20,20,5,3,24,3,7,1995,1995,6,4,3,3,56,6,64,1198,1318,5,1,5,7.836369760545124,8,1,3,3,5.402677381872279,11,2007,7,5,12.577636201962656,30,2.5,4.584967478670572,408,11.510235026535254,267.0920188585899,1,1
761,20,40,9.116029692504942,2,10,20,5,3,10,3,5,1959,1959,3,3,3,4,612,2,0,252,864,5,1,5,6.761572768804055,8,0,1,3,0.0,10,2009,7,5,11.755871643580617,30,1.0,0.0,336,11.538728323699422,173.62266375405102,0,0
762,30,20,8.840869624091395,2,10,20,3,3,6,3,5,1924,1950,6,3,3,3,405,2,0,740,1145,3,1,5,7.170888478512505,7,0,2,3,0.0,10,2009,7,5,11.512925464970229,10,1.0,0.0,268,9.414485165794066,126.92684774665305,0,0
763,60,50,9.064157861798101,2,10,20,5,3,21,3,7,2009,2009,6,4,3,7,24,2,0,732,756,5,1,5,7.344072850573066,8,0,2,3,5.1298987149230735,6,2010,10,5,12.279323107269766,30,2.5,3.8066624897703196,344,11.254953764861295,149.37367977531585,1,1
764,60,40,9.151651375627504,2,10,20,5,3,24,3,7,1999,1999,6,4,3,7,1163,2,0,89,1252,5,1,5,7.768533300926033,8,1,3,3,0.0,7,2009,7,5,12.727838209334498,30,3.5,5.730099782973574,408,18.426177174780527,352.50839309702724,0,1
765,120,40,9.164191715950203,2,20,20,1,3,20,1,5,1995,1996,6,4,4,3,437,7,1057,0,1494,5,1,5,7.309212365692763,8,1,2,3,0.0,4,2006,7,5,12.506177237980511,20,2.5,5.5053315359323625,473,21.826086956521742,489.72994006300684,0,1
766,20,40,9.587886000086213,2,20,20,5,3,21,3,5,2008,2008,6,4,3,2,0,2,0,1498,1498,5,1,5,7.317212408359839,8,1,2,3,0.0,8,2008,9,6,12.484204257170104,30,2.0,5.159055299214529,446,11.000667111407605,0.0,0,1
767,60,40,9.251578279992428,2,10,20,5,3,15,3,7,1988,1988,3,4,3,7,394,2,0,586,980,3,1,5,7.446585099157725,8,1,2,3,5.429345628954441,3,2010,7,5,12.188417710291453,30,2.5,5.402677381872279,331,14.214067278287462,288.3019147328968,1,1
768,50,40,9.434123718577732,2,20,20,5,3,12,3,2,1940,1985,3,4,3,6,660,2,0,323,983,5,1,5,7.4673710669175595,5,0,1,3,5.501258210544727,7,2008,7,5,11.982929094215963,30,3.0,5.049856007249537,366,15.696138211382113,268.5151327908263,1,1
769,20,40,9.116029692504942,2,10,20,5,3,17,3,5,2004,2005,6,4,3,7,24,2,0,1836,1860,5,1,5,7.515344571180436,8,1,2,3,4.787491742782046,10,2006,7,5,12.28690119819279,30,2.0,3.4965075614664802,383,11.103707684040838,169.64146667159415,1,1
770,60,40,10.887511696444374,2,30,40,1,2,23,3,7,2003,2003,6,4,3,6,1416,2,0,234,1650,5,1,5,8.095293776844649,5,1,3,3,6.220590170099739,6,2010,7,5,13.195613839143922,30,4.5,5.5053315359323625,460,17.004239854633557,322.5773779590555,1,1
771,85,40,8.889032571874742,2,20,20,1,3,7,3,4,1982,1982,3,4,3,7,685,2,0,173,858,3,1,5,6.754604099487962,8,0,2,3,4.787491742782046,4,2009,7,5,11.812289042195847,10,2.0,0.0,281,17.380675203725264,308.8477007747095,1,0
772,20,40,9.09121894106832,2,10,20,5,3,5,3,5,1951,1951,3,2,2,3,836,2,0,0,836,3,1,2,7.106606137727303,8,0,2,3,0.0,4,2006,3,5,11.532728092266408,30,1.0,0.0,256,6.996415770609319,135.8715960592186,0,0
773,80,40,8.964311948124514,2,10,20,5,3,5,3,6,1976,1976,3,3,3,6,422,5,127,480,1029,3,1,5,7.018401799069201,8,1,2,3,4.969813299576001,3,2010,7,2,11.580584113444043,20,2.0,0.0,306,11.60873786407767,420.01541039465354,1,0
774,20,40,9.225228984469933,2,10,20,5,3,10,3,5,1958,1958,3,3,3,4,456,2,0,456,912,5,1,4,6.815639990074331,8,0,1,3,0.0,7,2007,3,5,11.648330101976432,30,1.0,0.0,281,10.498357064622125,167.00139611197034,0,0
775,20,40,9.56282655529346,2,10,20,2,3,25,3,5,2006,2006,6,4,3,2,0,2,0,1935,1935,4,1,5,7.587310506022615,8,1,3,3,5.752572638825633,7,2007,9,6,12.886641043883259,30,2.0,3.8066624897703196,408,11.000516528925619,0.0,1,1
776,120,20,8.411832675758411,2,10,20,3,3,12,1,5,1998,1998,6,5,3,7,866,2,0,338,1204,5,1,5,7.093404625868766,8,0,2,3,0.0,6,2009,7,5,11.99535161421452,20,3.0,5.5093883366279774,306,19.75020746887967,335.94942670180967,0,1
777,20,40,9.324561516066206,2,20,20,5,3,17,3,5,2005,2006,6,4,3,7,20,2,0,1594,1614,5,1,5,7.3864708488298945,8,0,3,3,4.969813299576001,7,2006,9,6,12.308177868467327,30,2.0,4.07753744390572,383,11.09969040247678,157.43113380361223,1,1
778,20,40,9.499271663828395,2,20,20,5,3,7,3,5,1974,1974,3,3,3,6,762,2,0,102,864,3,1,5,6.795705775173514,8,1,2,3,5.484796933490655,6,2006,7,5,11.867097278690842,30,2.0,0.0,281,14.16763005780347,269.3158843997279,1,0
779,90,30,9.035986984831405,2,10,20,5,3,13,5,5,1977,1977,5,3,3,2,0,2,0,0,0,3,1,5,7.61085279039525,8,2,2,3,0.0,10,2007,7,5,11.877568578558138,10,2.0,0.0,281,9.0,0.0,0,0
780,90,40,9.261983605128021,2,10,20,5,3,12,5,4,1977,1977,3,4,3,7,975,2,0,0,975,3,1,5,6.911747300251674,8,0,2,3,0.0,5,2006,7,5,11.813030057420567,10,2.0,0.0,306,18.99282786885246,331.6744002498417,0,0
781,20,40,8.971448463693834,2,10,20,5,3,14,3,5,1995,1996,6,4,4,2,0,2,0,1237,1237,4,1,5,7.133295954896068,8,1,2,3,5.393627546352362,6,2007,7,5,12.078239274020289,30,2.0,3.044522437723423,331,15.000807754442649,0.0,1,1
782,60,40,8.875287128108384,2,10,20,5,3,13,3,7,1992,1992,6,4,3,6,387,2,0,374,761,5,1,5,7.3796321526095525,8,0,2,3,0.0,7,2006,7,5,12.077670930725649,30,2.5,4.820281565605037,410,14.556430446194225,237.34147711141662,0,1
783,20,40,9.697999717710333,2,30,20,5,3,17,3,5,2001,2002,6,4,3,2,0,2,0,1413,1413,5,1,5,7.265429723253953,8,0,2,3,0.0,6,2009,7,5,12.139398512262181,30,2.0,3.4965075614664802,383,11.000707213578501,0.0,0,1
784,85,40,9.116139576577355,2,20,20,2,3,12,3,4,1978,1978,6,4,3,7,1097,2,0,0,1097,5,1,5,7.01211529430638,8,1,2,3,5.713732805509369,7,2009,7,5,12.016726473799254,10,2.0,3.4011973816621555,358,18.993624772313296,343.12208182382903,1,1
785,75,20,8.748304912379623,2,10,20,5,3,4,3,3,1914,2001,3,3,3,2,0,2,0,742,742,5,1,5,7.302496423727326,8,1,0,3,0.0,6,2008,7,5,11.759785542901755,20,2.0,6.052089168924417,336,8.001345895020188,0.0,0,1
786,20,40,9.189116735524555,2,10,20,5,3,15,3,5,1967,1967,3,3,3,4,251,3,630,491,1372,3,1,5,7.201916317531627,8,1,2,3,0.0,9,2009,7,5,11.992260421644849,30,2.0,5.2832037287379885,306,10.750182083029863,299.53563149306984,0,1
787,50,20,9.287301413112312,2,10,20,5,3,4,3,2,1915,1950,6,2,3,3,686,2,0,0,686,3,1,5,7.409741954080923,8,0,1,3,0.0,6,2010,7,5,11.842229212112828,30,3.0,5.278114659230517,345,8.995633187772926,128.01417391603218,0,1
788,60,40,9.224440496354964,2,20,20,5,3,13,3,7,2004,2004,6,4,3,7,656,2,0,300,956,5,1,5,7.642044402873258,8,0,2,3,0.0,1,2010,7,5,12.358793732547838,30,3.5,3.8066624897703196,383,16.484848484848484,311.7113129812486,0,1
789,20,20,8.699514748210191,2,10,20,2,3,4,3,5,1954,2000,3,3,3,2,0,2,0,901,901,5,1,5,6.803505257608338,8,0,1,3,0.0,8,2008,7,5,11.588960151246226,30,1.0,0.0,296,8.001108647450112,0.0,0,0
790,60,40,9.40960098282706,2,20,30,5,3,18,3,7,1966,2007,3,3,2,3,568,2,0,264,832,4,1,5,7.643482907077201,8,0,2,3,4.890349128221754,7,2007,7,5,12.141534124392603,30,2.5,5.123963979403259,409,7.728691476590637,127.98842802415072,1,1
791,120,40,8.065265208897733,2,10,20,5,3,16,1,5,2005,2006,6,4,3,7,16,2,0,1129,1145,5,1,5,7.0431599159883405,8,1,2,3,4.605170185988092,9,2009,7,5,11.984178313616395,20,2.0,2.772588722239781,383,11.11256544502618,139.70073600370728,1,1
792,80,40,9.335474102732949,2,20,20,2,3,12,3,6,1976,1976,6,4,3,6,539,2,0,490,1029,3,1,5,6.967909201801884,8,2,2,3,4.787491742782046,5,2007,7,5,11.896826395162552,20,2.0,0.0,306,14.664077669902913,261.8795471091018,1,0
793,60,40,9.20230820027892,2,20,20,1,3,24,3,7,1996,1997,6,4,3,7,862,2,0,255,1117,5,1,5,7.607381425639791,8,1,2,3,5.19295685089021,6,2007,7,5,12.50539915757667,30,3.5,4.867534450455582,370,17.169051878354203,332.17349353193555,1,1
794,20,40,9.12238309321704,2,10,20,5,3,21,3,5,2007,2007,6,4,3,2,0,2,0,1496,1496,5,1,5,7.310550158534422,8,0,2,3,5.123963979403259,6,2007,9,6,12.323855681186558,30,2.0,4.867534450455582,408,11.000668002672011,0.0,1,1
795,60,40,9.290259995152056,2,20,20,2,3,14,3,7,1994,1996,6,4,3,2,0,2,0,712,712,5,1,5,7.546974117516527,8,1,2,3,4.962844630259907,10,2008,7,5,12.178187442040638,30,2.5,3.828641396489095,383,11.00140252454418,0.0,1,1
796,60,40,9.035986984831405,2,10,20,5,3,13,3,7,1980,1981,3,4,3,2,0,2,0,650,650,3,1,5,7.355001921105257,8,1,2,3,0.0,4,2010,7,5,12.049418835484797,30,2.5,5.537334267018537,336,11.001536098310291,0.0,0,1
797,20,40,9.011523512653032,2,10,20,5,3,7,3,5,1977,1977,3,3,3,2,0,2,0,660,660,5,1,5,7.158513997329321,8,1,2,3,4.927253685157205,4,2007,7,5,11.874090314181814,30,1.5,0.0,306,8.001512859304086,0.0,1,0
798,20,40,8.945984124827898,2,10,20,5,3,10,3,5,1953,1953,3,3,3,5,570,2,0,203,773,4,1,5,6.650279048587422,8,0,1,3,0.0,4,2008,7,2,11.608235644774552,30,1.0,0.0,281,12.419896640826872,211.10057768837424,0,0
799,60,40,9.511777409660299,2,10,20,5,3,25,3,7,2008,2009,6,5,3,2,0,2,0,1926,1926,5,1,5,8.0519780789023,8,2,3,3,4.969813299576001,7,2009,9,6,13.091904169919621,30,3.5,4.356708826689592,485,14.000518941359626,0.0,1,1
800,50,40,8.881836305004146,2,10,20,2,3,9,3,2,1937,1950,2,4,3,6,569,2,0,162,731,5,1,5,7.477604243197589,8,2,1,3,0.0,6,2007,7,5,12.072541252905651,30,2.5,5.575949103146316,344,16.442622950819672,251.12654794462574,0,1
801,60,40,9.457044187699406,2,20,40,5,2,18,3,7,1997,1997,6,4,3,7,462,2,0,154,616,4,1,5,7.431299675155903,8,0,2,3,5.998936561946683,5,2008,7,5,12.206072645530174,30,3.5,5.700443573390687,319,16.991896272285253,276.038646988893,1,1
802,30,20,8.476371196895983,2,10,20,5,3,2,3,5,1916,1990,3,3,3,3,197,2,0,999,1196,5,1,4,7.086737934510577,8,0,2,3,0.0,7,2007,7,5,11.607326140391713,10,2.0,0.0,296,8.659147869674186,112.44294706415918,0,0
803,60,40,9.011767474596178,2,10,20,5,3,17,3,7,2005,2005,6,4,3,7,648,2,0,80,728,5,1,5,7.283448228756631,8,1,2,3,3.58351893845611,10,2008,7,5,12.14950229404178,30,3.5,2.8903717578961645,383,18.112482853223593,298.7875781946147,1,1
804,60,40,9.53899642739739,2,10,20,5,3,25,3,7,2008,2009,6,5,3,2,0,2,0,1734,1734,5,1,5,7.945201132412759,8,1,3,3,3.9512437185814275,1,2009,9,6,13.275827535915461,30,3.5,5.8916442118257715,485,14.00057636887608,0.0,1,1
805,20,40,9.104979856318357,2,10,20,5,3,10,3,5,1954,1954,3,3,3,3,812,2,0,124,936,3,1,5,7.028201432058005,7,0,1,3,0.0,6,2006,7,3,11.678439903447801,30,1.0,0.0,281,11.467449306296691,137.55294222623314,0,0
806,20,40,9.415238482949043,2,20,20,3,3,21,3,5,2008,2008,6,4,3,2,0,2,0,1417,1417,5,1,5,7.2640301428995295,8,0,2,3,0.0,7,2008,9,6,12.33569641332368,30,2.0,4.0943445622221,396,11.000705218617771,0.0,0,1
807,80,40,9.185022563991893,2,10,20,5,3,10,3,6,1967,1967,6,3,3,6,400,4,480,100,980,4,1,5,6.887552571664617,8,0,1,3,4.219507705176107,10,2006,7,5,11.816726919301892,20,2.0,0.0,281,13.301732925586137,417.91066243417345,1,0
808,70,40,9.970398257818754,2,10,20,5,3,6,3,7,1923,2004,3,3,3,7,1309,2,0,15,1324,5,1,5,7.362645270417825,8,1,2,3,0.0,5,2009,7,5,12.31716669303576,20,3.5,5.7430031878094825,319,15.904150943396226,361.21597245937824,0,1
809,80,40,9.503009985939002,2,10,20,5,3,10,3,6,1966,1966,3,3,3,6,516,5,128,380,1024,3,1,5,6.990256500493881,8,1,2,3,0.0,6,2006,7,5,11.982616545377663,20,2.0,0.0,281,12.274146341463414,428.3373711913186,0,0
810,75,20,8.99961934066053,2,10,20,2,3,4,3,3,1898,1965,6,3,3,2,0,2,0,849,849,3,0,4,7.6676260915849905,8,0,2,1,3.6888794541139363,11,2009,7,5,11.571194373094205,20,2.0,5.049856007249537,281,8.001176470588236,0.0,1,1
811,20,40,9.224243277145174,2,10,20,5,3,15,3,5,1974,1999,3,3,3,6,663,3,377,0,1040,2,1,5,7.1770187659099,8,1,2,3,5.579729825986222,1,2006,7,5,12.106252310247962,30,2.5,0.0,349,13.90778097982709,394.6037467121571,1,0
812,120,20,8.39795910349254,2,10,20,5,3,17,1,5,2004,2004,6,4,3,7,662,2,0,186,848,5,1,5,6.742880635791903,8,1,2,3,4.941642422609304,6,2008,4,5,11.881034786534624,20,2.0,0.0,358,17.239104829210834,306.7024453777255,1,0
813,20,10,9.072456664612796,1,10,10,5,2,2,3,5,1952,1952,3,3,3,2,0,2,0,540,540,3,0,4,6.950814768442584,8,0,2,1,0.0,6,2010,7,4,10.932981961904135,30,1.0,0.0,229,8.00184842883549,0.0,0,0
814,20,40,9.185022563991893,2,10,20,5,3,10,3,5,1958,1958,3,3,3,4,608,2,0,834,1442,4,1,5,7.273786317844895,8,0,1,3,0.0,4,2007,3,5,11.969717200243734,30,1.5,5.616771097666572,336,10.107415107415108,186.57056369211415,0,1
815,50,40,9.017726025696795,2,10,20,5,3,5,3,2,1918,1950,2,3,3,2,0,2,0,686,686,4,1,5,7.1308988302963465,8,0,1,2,5.332718793265369,7,2006,7,5,11.661345470088502,30,2.0,4.564348191467836,318,8.00145560407569,0.0,1,1
816,20,40,9.404013917106361,2,30,20,1,3,17,3,5,1998,1998,6,4,3,2,0,2,0,1649,1649,5,1,5,7.415175109613295,8,0,2,3,0.0,5,2010,7,5,12.323411137947407,30,2.0,3.5263605246161616,344,11.00060606060606,0.0,0,1
817,20,40,9.343559215762406,2,20,20,2,3,10,3,5,1954,1954,3,3,3,5,486,2,0,522,1008,4,1,5,6.915723448631314,8,1,1,3,0.0,7,2006,7,5,11.827736204810263,30,1.0,4.787491742782046,306,10.890981169474728,214.0122970502035,0,1
818,20,40,9.49288426657184,2,20,20,1,3,12,3,5,2002,2002,6,4,3,7,1218,2,0,350,1568,5,1,5,7.4318919168078,8,2,3,3,5.0106352940962555,7,2008,7,5,12.509874099861838,30,3.0,4.07753744390572,408,17.210962396430844,366.00025774344283,1,1
819,80,40,9.084323531392696,2,10,20,5,3,18,3,6,1971,1971,3,3,3,7,504,2,0,506,1010,4,1,5,6.9584483932976555,8,0,2,3,0.0,6,2010,7,5,11.951180395901384,20,2.0,0.0,366,11.989119683481702,301.46075851598704,0,0
820,120,40,8.759511722116487,2,20,20,5,3,25,1,5,2009,2010,6,4,3,7,733,2,0,625,1358,5,1,5,7.213768308118642,8,1,2,3,5.2574953720277815,6,2010,9,6,12.319401330837177,20,3.0,3.5553480614894135,383,15.315673289183223,333.23480759628916,1,1
821,60,40,8.885440911707585,2,20,20,1,3,17,3,7,2003,2003,6,4,3,2,0,2,0,798,798,5,1,5,7.402451520818244,8,0,2,3,0.0,6,2008,7,5,12.117241431823558,30,2.5,3.8066624897703196,383,11.00125156445557,0.0,0,1
822,20,20,8.699514748210191,2,10,10,5,2,4,4,5,1953,1953,3,2,3,2,0,2,0,936,936,3,0,5,6.841615476477592,6,0,2,3,0.0,2,2009,7,5,11.440354772135393,30,1.0,4.969813299576001,197,5.001067235859125,0.0,0,1
823,60,40,9.424967763522053,2,20,20,2,3,14,3,7,2003,2003,6,4,3,2,0,2,0,847,847,5,1,5,7.457609289715606,8,1,2,3,4.605170185988092,10,2007,7,3,12.323855681186558,30,2.5,3.871201010907891,383,11.00117924528302,0.0,1,1
824,50,40,9.20029003612268,2,10,20,5,3,9,3,2,1940,1950,2,3,3,2,0,2,0,778,778,3,1,5,7.305860032684009,8,1,1,3,5.814130531825066,7,2009,7,5,11.845819880243557,30,2.0,0.0,366,8.001283697047496,0.0,1,0
825,20,50,9.325096609274372,2,10,20,5,3,21,3,5,2006,2006,6,4,4,2,0,2,0,1489,1489,5,1,5,7.305860032684009,8,1,2,3,0.0,6,2006,9,6,12.3570755190667,30,2.0,4.941642422609304,408,15.000671140939597,0.0,0,1
826,20,40,9.602585141913492,2,10,20,5,3,25,3,5,2007,2008,6,5,3,7,1636,2,0,442,2078,5,1,5,7.642044402873258,8,1,3,3,5.236441962829949,6,2008,9,6,12.86099861326992,30,3.0,3.8066624897703196,510,20.295815295815295,395.766657434937,1,1
827,45,20,8.720950028930258,2,10,20,5,3,6,3,1,1924,1950,2,3,3,6,784,2,0,0,784,4,1,5,6.664409020350408,8,0,0,3,0.0,5,2008,7,5,11.603679828238693,10,2.0,4.7535901911063645,319,14.99235668789809,266.58803655305707,0,1
828,20,40,9.05122740031911,2,20,20,5,3,13,3,5,2001,2001,6,4,3,7,20,2,0,1434,1454,5,1,5,7.2682230211595655,8,1,2,3,5.66988092298052,4,2009,7,5,12.14950229404178,30,2.0,3.6635616461296463,383,11.110652920962199,155.20770873923234,1,1
829,60,40,10.264582712908352,2,30,30,1,1,18,3,7,1967,1967,6,3,4,3,249,6,764,0,1013,3,1,5,7.661997558901893,6,0,2,3,6.186208623900494,6,2009,7,2,12.128111104060462,30,3.0,5.41610040220442,281,17.257396449704142,390.40670089349186,1,1
830,160,50,7.841492924460013,2,10,20,5,3,21,2,7,2005,2005,6,4,3,2,0,2,0,600,600,5,1,5,7.109062135687172,8,0,2,3,0.0,7,2006,7,5,11.900905258737373,20,2.5,5.111987788356544,383,11.001663893510816,0.0,0,1
831,20,40,9.38429367909962,2,20,20,2,3,10,3,5,1957,1957,3,3,3,4,1040,2,0,352,1392,3,1,4,7.238496840894365,8,2,2,3,0.0,6,2008,7,5,12.01974306733868,30,2.5,5.2574953720277815,306,11.733668341708542,201.19044025598902,0,1
832,160,50,8.064636475774222,2,10,20,5,3,21,1,7,2005,2005,6,4,3,2,0,2,0,600,600,5,1,5,7.090076835776092,8,0,2,3,0.0,6,2006,7,5,11.925035115797062,20,2.5,5.111987788356544,344,11.001663893510816,0.0,0,1
833,60,40,9.16408698745872,2,20,20,1,3,17,3,7,2003,2003,6,4,3,7,483,2,0,458,941,5,1,5,7.511524648390866,8,1,2,3,5.2574953720277815,1,2010,7,5,12.375815420117268,30,3.5,3.6635616461296463,418,15.102972399150742,296.3446503435209,1,1
834,20,40,9.21074029199751,2,10,20,5,3,10,3,5,1964,1964,3,3,3,4,196,5,345,975,1516,3,1,5,7.323830566202317,8,0,2,3,0.0,2,2009,7,5,12.025749091398891,30,1.5,5.0238805208462765,336,10.0112063282795,368.8980021939179,0,1
835,20,40,8.971448463693834,2,10,20,5,3,10,3,5,1961,1961,3,3,3,4,572,2,0,572,1144,4,1,5,7.042286171939743,8,0,2,3,0.0,9,2008,7,5,11.8490404949436,30,2.0,0.0,306,10.498689956331878,178.92121484395255,0,0
836,20,40,9.169518377455928,2,10,20,5,3,7,3,5,1950,1995,3,4,3,5,442,2,0,625,1067,3,1,5,6.9726062513017535,6,0,2,3,5.66988092298052,2,2010,7,5,11.759785542901755,30,2.0,0.0,309,13.484082397003744,212.468854669286,1,0
837,30,20,8.99961934066053,2,10,20,5,3,4,3,5,1948,1973,2,3,3,4,338,2,0,1221,1559,4,1,5,7.351799869057777,6,0,2,3,0.0,6,2007,3,5,11.941455846009388,10,2.0,5.846438775057725,306,9.08397435897436,171.3412905581102,0,1
838,160,20,7.426549072397305,2,10,20,5,3,3,2,7,1973,1973,3,3,3,5,330,2,0,153,483,3,1,5,6.894670039433482,8,0,1,3,0.0,11,2008,7,5,11.512925464970229,20,2.5,0.0,306,12.09297520661157,179.34594217700882,0,0
839,20,40,9.161675199994901,2,10,20,5,3,17,3,5,1995,2006,6,4,3,2,0,2,0,1099,1099,5,1,5,7.002155954403621,8,0,1,3,5.627621113690637,6,2008,7,5,11.877568578558138,30,1.5,0.0,319,11.00090909090909,0.0,1,0
840,50,40,9.37305428246393,2,10,20,5,3,5,3,2,1946,1995,3,3,3,5,352,2,0,416,768,5,1,5,7.090076835776092,8,0,1,3,0.0,5,2008,7,5,11.779128505744886,30,1.0,0.0,306,10.747724317295189,194.91606954010388,0,0
841,70,30,9.405495886750224,2,20,20,5,3,9,3,7,1925,1950,2,3,3,5,156,2,0,516,672,3,0,5,7.301147805856032,8,0,1,2,0.0,3,2008,7,5,11.84939770159144,20,2.0,5.537334267018537,383,9.39227340267459,164.62492504256295,0,1
842,70,20,9.25339986143663,2,10,20,5,3,4,3,7,1904,2002,6,3,3,2,0,2,0,650,650,4,1,5,7.338888133838879,8,1,2,2,4.248495242049359,6,2008,7,5,11.967180737247824,20,2.0,4.983606621708336,369,8.001536098310291,0.0,1,1
843,80,40,9.10719961305667,2,10,20,5,3,10,3,6,1966,1966,3,3,3,4,312,6,539,276,1127,3,1,5,7.060476365999801,8,0,2,3,0.0,5,2008,7,5,12.071969661006694,20,2.5,4.859812404361672,366,12.72872340425532,426.85238538981673,0,1
844,90,40,8.987196820661973,2,10,20,2,3,10,5,5,1961,1961,3,3,3,2,0,2,0,1800,1800,5,0,5,7.495541943884256,8,0,0,3,0.0,7,2007,7,5,11.856515169360305,10,2.0,0.0,256,8.000555247084954,0.0,0,0
845,50,20,9.446597562435775,2,20,20,5,3,4,3,2,1915,1950,2,3,3,2,0,2,0,876,876,4,1,5,7.255591274253665,8,1,3,3,6.035481432524756,6,2008,7,5,11.94405831982697,30,1.5,5.267858159063328,356,8.001140250855189,0.0,1,1
846,85,40,9.719985298994011,2,20,20,1,3,7,3,4,1975,1981,3,4,3,6,1390,2,0,0,1390,3,1,5,7.438971592395862,6,2,2,3,0.0,1,2007,7,5,12.049418835484797,10,3.0,0.0,281,17.99568655643422,314.3125989328955,0,0
847,60,40,9.139595967450425,2,10,20,5,3,13,3,7,1993,1993,6,4,3,6,513,2,0,227,740,5,1,5,7.4815557019095165,8,1,2,3,5.455321115357702,7,2009,7,5,12.269047444691562,30,3.5,5.575949103146316,383,15.847503373819162,247.49169144819305,1,1
848,20,40,9.650078074026442,2,20,20,1,3,17,3,5,1972,1972,3,3,3,5,460,2,0,404,864,5,1,5,6.761572768804055,8,1,1,3,0.0,8,2009,7,5,11.801856756822442,30,2.0,0.0,306,11.191907514450868,207.3925596156584,0,0
849,50,40,10.727662995502477,2,30,10,5,3,18,3,2,1908,1997,2,3,3,2,0,2,0,907,907,3,1,5,7.765569081097317,8,1,2,3,6.186208623900494,9,2008,7,5,12.388394202324129,30,3.0,5.3706380281276624,396,8.001101321585903,0.0,1,1
850,80,40,9.169518377455928,2,10,20,3,3,20,3,6,1976,1994,3,3,3,2,0,2,0,528,528,5,1,5,7.5256399750415355,8,1,2,3,4.727387818712341,8,2007,7,5,12.138863895836725,20,2.5,4.605170185988092,457,8.001890359168241,0.0,1,1
851,120,20,8.39728289474368,2,10,20,5,3,17,1,5,2003,2003,6,4,3,7,659,2,0,189,848,5,1,5,6.742880635791903,8,0,2,3,4.941642422609304,11,2007,7,5,11.786762130599957,20,2.0,0.0,358,17.210836277974085,306.48834789374393,1,0
852,120,40,8.069655306886165,2,10,20,5,3,16,1,5,2003,2003,6,4,3,2,0,2,0,1273,1273,5,1,5,7.283448228756631,8,1,2,3,4.962844630259907,5,2006,7,5,12.2783933071098,20,2.0,2.995732273553991,408,11.000784929356358,0.0,1,1
853,75,40,8.871785969150645,2,10,20,5,3,19,3,3,1941,1950,3,3,3,4,364,2,0,554,918,4,1,5,7.406103381237015,8,2,1,3,0.0,8,2007,7,5,12.007621706806335,20,2.0,4.836281906951478,370,9.981501632208923,161.02675094408983,0,1
854,80,40,9.400547423044127,2,20,20,2,3,10,3,6,1964,1964,3,3,3,4,564,2,0,563,1127,3,1,5,7.275864600546533,8,1,2,3,5.19295685089021,8,2009,7,5,11.970350312009105,20,1.5,0.0,375,10.500886524822695,178.14595071338172,1,0
855,20,40,9.793672686528922,2,10,20,5,3,7,3,5,1955,1974,3,3,3,6,306,4,1085,372,1763,3,1,5,7.483806687665835,8,1,2,3,0.0,7,2006,7,2,12.043553716032399,30,2.5,6.593044534142437,256,12.290249433106576,465.8789327835248,0,1
856,20,40,8.83884181343129,2,20,20,2,3,7,3,5,1962,2010,3,3,3,6,659,2,0,381,1040,5,1,5,6.946975992135418,8,0,1,3,0.0,4,2010,7,5,11.751942365440728,30,2.5,4.6443908991413725,395,12.432276657060518,270.6460428484648,0,1
